"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Editors","Document Type","Publication Stage","Open Access","Source","EID"
"Wirth, C.T.; Maftei, M.; Martín-Peña, R.E.; Merget, I.","Wirth, Christoph Tobias (59548377100); Maftei, Mihai (57224996414); Martín-Peña, Rosa Esther (58028196100); Merget, Iris (59165550000)","59548377100; 57224996414; 58028196100; 59165550000","Towards Trusted AI: A Blueprint for Ethics Assessment in Practice","2025","OpenAccess Series in Informatics","126","","7","","","0","10.4230/OASIcs.SAIA.2024.7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217211633&doi=10.4230%2FOASIcs.SAIA.2024.7&partnerID=40&md5=deb067fd4eb0875318935d50a9a926f8","The development of AI technologies leaves place for unforeseen ethical challenges. Issues such as bias, lack of transparency and data privacy must be addressed during the design, development, and the deployment stages throughout the lifecycle of AI systems to mitigate their impact on users. Consequently, ensuring that such systems are responsibly built has become a priority for researchers and developers from both public and private sector. As a proposed solution, this paper presents a blueprint for AI ethics assessment. The blueprint provides for AI use cases an adaptable approach which is agnostic to ethics guidelines, regulatory environments, business models, and industry sectors. The blueprint offers an outcomes library of key performance indicators (KPIs) which are guided by a mapping of ethics framework measures to processes and phases defined by the blueprint. The main objectives of the blueprint are to provide an operationalizable process for the responsible development of ethical AI systems, and to enhance public trust needed for broad adoption of trusted AI solutions. In an initial pilot the blueprinted for AI ethics assessment is applied to a use case of generative AI in education. © Christoph Tobias Wirth, Mihai Maftei, Rosa Esther Martín-Peña, and Iris Merget.","AI Ethics; AI Ethics Assessment; AI Ethics Assessment Framework; AI Ethics KPIs; AI Lifecycle; AI Quality; AI Risk Management; Applied Ethics; Ethics Impact Assessment; Ethics-By-Design; Human-Centric AI; Responsible AI; Trusted AI; Trustworthy AI","Ethical technology; AI ethic; AI ethic assessment; AI ethic assessment framework; AI ethic key performance indicator; AI lifecycle; AI quality; AI risk management; Applied ethic; Ethic impact assessment; Ethic-by-design; Human-centric; Human-centric AI; Impact assessments; Key performance indicators; Responsible AI; Risks management; Trusted AI; Trustworthy AI; Risk management","Gorge, R.; Haedecke, E.; Haedecke, E.; Poretschkin, M.; Poretschkin, M.; Schmitz, A.","Conference paper","Final","","Scopus","2-s2.0-85217211633"
"Frischknecht-Gruber, C.; Denzel, P.; Reif, M.; Billeter, Y.; Brunner, S.; Forster, O.; Schilling, F.-P.; Weng, J.; Chavarriaga, R.","Frischknecht-Gruber, Carmen Mei Ling (59397024900); Denzel, Philipp (57060465400); Reif, Monika Ulrike (57219413036); Billeter, Yann (58750707500); Brunner, Stefan (59257458900); Forster, Oliver (59409533600); Schilling, Frank Peter (59859638400); Weng, Joanna (59409373200); Chavarriaga, Ricardo (9272493900)","59397024900; 57060465400; 57219413036; 58750707500; 59257458900; 59409533600; 59859638400; 59409373200; 9272493900","AI Assessment in Practice: Implementing a Certification Scheme for AI Trustworthiness","2025","OpenAccess Series in Informatics","126","","15","","","0","10.4230/OASIcs.SAIA.2024.15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217197737&doi=10.4230%2FOASIcs.SAIA.2024.15&partnerID=40&md5=02f07becd946173f07b8008f9a9cec0e","The trustworthiness of artificial intelligence systems is crucial for their widespread adoption and for avoiding negative impacts on society and the environment. This paper focuses on implementing a comprehensive certification scheme developed through a collaborative academic-industry project. The scheme provides practical guidelines for assessing and certifying the trustworthiness of AI-based systems. The implementation of the scheme leverages aspects from Machine Learning Operations and the requirements management tool Jira to ensure continuous compliance and efficient lifecycle management. The integration of various high-level frameworks, scientific methods, and metrics supports the systematic evaluation of key aspects of trustworthiness, such as reliability, transparency, safety and security, and human oversight. These methods and metrics were tested and assessed on real-world use cases to dependably verify means of compliance with regulatory requirements and evaluate criteria and detailed objectives for each of these key aspects. Thus, this certification framework bridges the gap between ethical guidelines and practical application, ensuring the safe and effective deployment of AI technologies. © Carmen Frischknecht-Gruber, Philipp Denzel, Monika Reif, Yann Billeter, Stefan Brunner, Oliver Forster, Frank-Peter Schilling, Joanna Weng, and Ricardo Chavarriaga.","AI Assessment; AI Safety; AI Standards; Artificial Intelligence; Certification Scheme; Trustworthiness of AI systems","Ethical technology; Academic industry; AI assessment; AI safety; AI standard; AI systems; Artificial intelligence systems; Certification scheme; Industry program; Practical guidelines; Trustworthiness of AI system; Life cycle","Gorge, R.; Haedecke, E.; Haedecke, E.; Poretschkin, M.; Poretschkin, M.; Schmitz, A.","Conference paper","Final","","Scopus","2-s2.0-85217197737"
"Zöller, M.-A.; Iurshina, A.; Röder, I.","Zöller, Marc Andre (57200419565); Iurshina, Anastasiia (57219691753); Röder, Ines (58112805500)","57200419565; 57219691753; 58112805500","Trustworthy Generative AI for Financial Services","2025","OpenAccess Series in Informatics","126","","2","","","0","10.4230/OASIcs.SAIA.2024.2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217195539&doi=10.4230%2FOASIcs.SAIA.2024.2&partnerID=40&md5=1f53e45bfb8476ef57bdd5a6faca2e66","This work introduces GFT EnterpriseGPT, a regulatory-compliant, trustworthy generative AI (GenAI) platform tailored for the financial services sector. We discuss the unique challenges of applying GenAI in highly regulated environments. In the financial sector data privacy, ethical considerations, and regulatory compliance are paramount. Our solution addresses these challenges through multi-level safeguards, including robust guardrails, privacy-preserving techniques, and grounding mechanisms. Robust guardrails prevent unsafe inputs and outputs, and privacy-preserving techniques reduce the need for data transmission to third-party providers. In contrast, grounding mechanisms ensure the accuracy and reliability of artificial intelligence (AI) generated content. By incorporating these measures, we propose a path forward for safely harnessing the transformative potential of GenAI in finance, ensuring reliability, transparency, and adherence to ethical and regulatory standards. We demonstrate the practical application of GFT EnterpriseGPT within a large-scale financial institution, where it successfully improves operational efficiency and compliance. © Marc-André Zöller, Anastasiia Iurshina, and Ines Röder.","Finance; GenAI; Generative AI; Grounding; Guardrails; Trustworthy AI","Data privacy; Differential privacy; Regulatory compliance; Ethical considerations; Financial sectors; Financial service; Financial services sector; Generative AI; Generative artificial intelligence; Guardrail; Multilevels; Privacy preserving; Trustworthy artificial intelligence; Guard rails","Gorge, R.; Haedecke, E.; Haedecke, E.; Poretschkin, M.; Poretschkin, M.; Schmitz, A.","Conference paper","Final","","Scopus","2-s2.0-85217195539"
"Ito, Y.; Ma, Q.","Ito, Yuki (58660312800); Ma, Qiang (35409676500)","58660312800; 35409676500","Supporting student self-learning using generative AI","2025","Proceedings of the 2024 the 16th International Conference on Education Technology and Computers, ICETC 2024","","","","97","103","1","10.1145/3702163.3702177","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218035360&doi=10.1145%2F3702163.3702177&partnerID=40&md5=aabef948807184060a29f7a96a93abc7","With recent advancements in language-generating AI, students increasingly depend on AI for problem-solving in their coursework. However, over-reliance on AI risks depriving students of opportunities for self-learning, which is essential in education. One of the considerable reasons students turn to AI is their inability to solve problems independently due to a lack of understanding. To address this, we propose an interactive system that guides students struggling with problem-solving by giving them hints. When the system gets students’ answers, it assesses the answer by breaking down problems into small parts, then evaluating each part, and finally, explaining the grading rationale. Based on this assessment, the system offers targeted suggestions for improvement generated by language generation AI with pre-prepared templates. These hints guide students without providing direct answers, fostering class understanding and problem-solving skills. © 2024 Copyright held by the owner/author(s).","Interactive System; Large Language Model","Adversarial machine learning; Contrastive Learning; Federated learning; Students; Breakings; Courseworks; Interactive system; Language generation; Language model; Large language model; Over reliance; Problem solving skills; Problem-solving; Self-learning; Self-supervised learning","","Conference paper","Final","","Scopus","2-s2.0-85218035360"
"Tabishat, M.; Hafiz, A.D.","Tabishat, Mohammed (55481283900); Hafiz, Abdu Mohamed Dawood (57222655699)","55481283900; 57222655699","Attitudes and Expectations of Health Sciences Students towards Artificial Intelligence in Medical Education and Professional Communication","2025","Journal of Ecohumanism","4","2","","838","849","1","10.62754/joe.v4i2.6351","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85219700701&doi=10.62754%2Fjoe.v4i2.6351&partnerID=40&md5=55f6d84ea3ea65ab5f12173582467b3e","The transition of healthcare systems towards digitalization, particularly through the integration of artificial intelligence (AI), is reshaping medical practice and education. AI's role in enhancing diagnosis, patient care, and distance education is becoming increasingly significant, prompting a need for strategic planning, investment, and training in the healthcare workforce. This study focuses on the attitudes of health science students at the University of Fujairah towards AI in medical services, particularly in developing countries where AI can address personnel shortages. A literature review reveals that while health science students globally exhibit positive attitudes towards AI, gaps in knowledge and skills persist, necessitating improved educational programs. The study employs a quantitative methodology, utilizing a standardized questionnaire to assess students' perceptions of AI's impact on healthcare efficiency, patient engagement, and ethical concerns. The sample comprises 92 students, ensuring representation across various academic disciplines. Findings indicate a duality in students' perspectives: while there is enthusiasm for AI's transformative potential, concerns about data privacy and the erosion of personal interactions in patient care are prevalent. Gender differences emerge, with male students showing higher trust in AI, while female students express greater apprehension regarding data security. As students progress in their studies, they become more critical of AI's impact on personal interactions, highlighting the need for educational programs to address these concerns. In conclusion, the study underscores the importance of integrating AI education into healthcare curricula, focusing on data privacy and patient-centered approaches. Recommendations include enhancing early-year educational modules on AI and conducting further research to understand the evolving perceptions of students towards AI in healthcare. This research provides a foundation for developing strategies that ensure the effective integration of AI while maintaining the essential human touch in patient care. © 2025, Creative Publishing House. All rights reserved.","Artificial Intelligence in Medical Education; Health Sciences Students; Professional Communication","","","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85219700701"
"Huang, H.-W.; Chang, J.","Huang, Huiwen (57218600368); Chang, Jessica (59566387100)","57218600368; 59566387100","Human-AI Interactions in Teacher Education: Examining Social Presence and Friendship","2025","ICAITE 2024 - 2024 International Conference on Artificial Intelligence and Teacher Education","","","","64","69","4","10.1145/3702386.3702399","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218358842&doi=10.1145%2F3702386.3702399&partnerID=40&md5=00b770a6c2973314cc7650d68fb477ca","This study examines the potential of AI chatbots, such as ChatGPT, to establish meaningful human-AI friendships with college students enrolled in teacher education programs. Fifty-nine junior-level elementary education majors participated in a three-week intervention study. Using the framework of social presence theory, this research explores whether generative AI technologies can replicate key qualities of friendship, such as empathy, social support, and trust. The findings reveal that while AI chatbots provide practical benefits and reliable assistance, they fall short in fostering the deep emotional and empathetic connections that are fundamental to human relationships. Notably, some participants expressed trust in AI chatbots, citing their ability to keep users' secrets private. The results suggest that enhancing social presence may improve emotional engagement and trust in human-AI interactions. This study contributes to the understanding of AI's role in offering social and emotional support, particularly in explaining student teachers' behaviors with AI technologies within educational settings. © © 2024 held by the owner/author(s). Publication rights licensed to ACM.","emotional support; Generative AI; human-AI Interaction; social presence theory; virtual friends","Generative adversarial networks; Students; Teaching; AI Technologies; Chatbots; Emotional supports; Generative AI; Human-AI interaction; Social presence; Social presence theory; Social support; Teacher education; Virtual friend; Social psychology","","Conference paper","Final","","Scopus","2-s2.0-85218358842"
"El–Sappagh, S.; Nazih, W.; Alharbi, M.; AbuHmed, T.","El–Sappagh, Shaker H.Ali (55233800700); Nazih, Waleed (24344470300); Alharbi, Meshal Ghalib (57483830000); AbuHmed, Tamer (27067512200)","55233800700; 24344470300; 57483830000; 27067512200","Responsible Artificial Intelligence for Mental Health Disorders: Current Applications and Future Challenges","2025","Journal of Disability Research","4","1","e20240101","","","5","10.57197/JDR-2024-0101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005460423&doi=10.57197%2FJDR-2024-0101&partnerID=40&md5=ed664ad9931db87d31c54e530bf132f6","Mental health disorders (MHDs) have significant medical and financial impacts on patients and society. Despite the potential opportunities for artificial intelligence (AI) in the mental health field, there are no noticeable roles of these systems in real medical environments. The main reason for these limitations is the lack of trust by domain experts in the decisions of AI-based systems. Recently, trustworthy AI (TAI) guidelines have been proposed to support the building of responsible AI (RAI) systems that are robust, fair, and transparent. This review aims to investigate the literature of TAI for machine learning (ML) and deep learning (DL) architectures in the MHD domain. To the best of our knowledge, this is the first study that analyzes the literature of trustworthiness of ML and DL models in the MHD domain. The review identifies the advances in the literature of RAI models in the MHD domain and investigates how this is related to the current limitations of the applicability of these models in real medical environments. We discover that the current literature on AI-based models in MHD has severe limitations compared to other domains regarding TAI standards and implementations. We discuss these limitations and suggest possible future research directions that could handle these challenges. © 2025 The Author(s).","deep learning; machine learning robustness; mental health disorders; model explainability; responsible AI; trustworthy AI","","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-105005460423"
"Giray, L.","Giray, Louie (58197019800)","58197019800","Cases of Using ChatGPT as a Mental Health and Psychological Support Tool","2025","Journal of Consumer Health on the Internet","29","1","","29","48","12","10.1080/15398285.2024.2442374","https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000431511&doi=10.1080%2F15398285.2024.2442374&partnerID=40&md5=5c6b022bf54c55608dd81a5abb54480d","This study explored the emerging role of ChatGPT in mental health and psychological support. Employing a narrative case study approach, I examined vignettes from users who interacted with ChatGPT for various mental health and psychological needs. These cases were purposively sampled. The analysis revealed a diverse range of applications for ChatGPT, including coping with grief and loss, simulating conversations with deceased loved ones, seeking emotional support, developing social skills, managing ADHD symptoms, and serving as an on-demand mental health resource. Users consistently reported finding comfort, practical assistance, and immediate accessibility in these interactions. However, highlighted also are the potential risks associated with AI-assisted mental health support. These included the possibility of reliance on AI, complications in natural grieving processes, and the blurring of boundaries between AI and human connections. This paper emphasizes that ChatGPT may provide valuable support, but it should not be seen as a replacement for human therapists or comprehensive mental health treatment plans. The study also suggests that AI chatbots like ChatGPT are emerging as complementary tools in mental health support. However, their integration into mental health care requires careful consideration of ethical implications, privacy concerns, and the preservation of essential human elements in therapeutic relationships. Further research is recommended to guide the development of effective and ethical AI-assisted mental health and psychological support. © 2024 The Author(s). Published with license by Taylor & Francis Group, LLC.","Artificial intelligence; chatbots; ChatGPT; mental health; psychological support; technology-mediated psychological support","","","Note","Final","","Scopus","2-s2.0-86000431511"
"Zhan, Y.; Yan, Z.","Zhan, Ying (56411547900); Yan, Zi (45562034600)","56411547900; 45562034600","Students’ engagement with ChatGPT feedback: implications for student feedback literacy in the context of generative artificial intelligence","2025","Assessment and Evaluation in Higher Education","","","","","","59","10.1080/02602938.2025.2471821","https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000324491&doi=10.1080%2F02602938.2025.2471821&partnerID=40&md5=6d007bf42f495e66b5cc87419bf0ef8f","Student feedback engagement is often reported as unsatisfactorily low, undermining the effectiveness of feedback in higher education. The emergence of Generative Artificial Intelligence (GenAI) has created new opportunities to enhance student feedback engagement through its unique affordances. However, assuming that GenAI is a panacea for feedback disengagement can be misleading, as it also presents substantial challenges. Therefore, it is essential to understand how students engage comprehensively with GenAI feedback. However, such understanding is lacking in literature. To close the research gaps, this study investigated how college students engaged with the feedback provided by ChatGPT on their International English Language Testing System writing tasks. Sixteen undergraduates voluntarily participated in unobtrusive observations and stimulated recall interviews. Their feedback engagement was classified into cognitive, metacognitive, affective and behavioural aspects. The findings reveal that participants employed more cognitive strategies than metacognitive ones, experienced minimal emotional resistance, and exhibited varying levels of trust in ChatGPT’s feedback. Additionally, the participants’ behavioural engagement appeared superficial when requesting feedback, interacting with ChatGPT and revising their writing tasks. Student feedback literacy, including prompt engineering, evaluative judgement, emotional reflexivity, ethical decision-making and meta-cognitive skills, should be cultivated to foster students’ active engagement in a GenAI context. © 2025 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","ChatGPT; Feedback engagement; feedback literacy; generative AI","","","Article","aip","All Open Access; Bronze Open Access","Scopus","2-s2.0-86000324491"
"Ugli, A.M.B.; Kamal, S.S.L.A.; Azamovna, A.M.","Ugli, Ashurali Mirzayev Bakhtiyor (59650787000); Kamal, Siti Soraya Lin Abdullah (57395433400); Azamovna, Axundjanova Moxira (59650787100)","59650787000; 57395433400; 59650787100","Understanding Uzbekistan University EFL Teachers’ Perceptions of ChatGPT: From Benefits to Ethical Challenges","2025","International Journal of Information and Education Technology","15","2","2238","246","254","2","10.18178/ijiet.2025.15.2.2238","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218727408&doi=10.18178%2Fijiet.2025.15.2.2238&partnerID=40&md5=bf0858fd578289efea20aaae2cd1ef95","Artificial intelligence-enhanced tools have entered all sectors of social life, including teaching English as a Foreign Language (EFL) classes. Even though AI in education has been investigated by many researchers, the current state of AI use in Uzbekistan’s higher education remains under-researched. For this reason, the main goal of this article is to determine lecturers’ perceptions of using ChatGPT in Foreign Language Teaching (FLT) classes and explore the challenges that arose during the process. A mixed-methods approach was adopted, combining qualitative and quantitative data from semi-structured interviews conducted among seven university EFL teachers. The interview data were processed using thematic analysis to identify key patterns and themes. In terms of validation, the research followed multiple stages, including careful participant selection based on experience with ChatGPT, cross-verification of transcripts, and coding to ensure the accuracy and reliability of the findings. The study’s findings revealed that teachers’ perceptions of using ChatGPT in EFL teaching were mainly positive, emphasizing its benefits such as providing students with real-time feedback, improving their autonomous learning skills, and features for checking grammar and spelling. However, participants also reported concerns such as over-reliance on AI assistance, a lack of students’ ethical knowledge in using AI in learning, and the negative influence of ChatGPT on students’ critical thinking skills. This research contributes to the growing body of knowledge by offering insights into how lecturers perceive ChatGPT in higher education. This paper also highlights the main implications and limitations of the research. © 2025 by the authors.","ChatGPT; digital literacy; English as a foreign language; ethical guidelines; student assessment; teaching strategies","","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85218727408"
"Chu, H.-C.; Lu, Y.-C.; Tu, Y.-F.","Chu, Huichun (14321191500); Lu, Yichun (59565004100); Tu, Yunfang (57200279952)","14321191500; 59565004100; 57200279952","How GenAI-supported multi-modal presentations benefit students with different motivation levels: Evidence from digital storytelling performance, critical thinking awareness, and learning attitude","2025","Educational Technology and Society","28","1","","250","269","20","10.30191/ETS.202501_28(1).TP02","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218261889&doi=10.30191%2FETS.202501_28%281%29.TP02&partnerID=40&md5=4f891208b5a4e59a682705a716a4f709","This study guided 97 undergraduates using generative artificial intelligence (GenAI) to conduct multimodal digital storytelling (M-DST) learning activities. Furthermore, the study examined the differences in M-DST ability and critical thinking awareness among undergraduates with different levels of learning motivation and their perceptions of this learning approach. The study demonstrated that the high learning motivation level (HLM) group exhibited significantly superior M-DST performance compared to the low learning motivation level (LLM) group, particularly regarding story structure, accuracy, completeness, appearance, creativity, and interactivity. Furthermore, the HLM group demonstrated a significantly higher level of critical thinking awareness than the LLM group. Regarding learning attitudes, the HLM group demonstrated a greater interest in and receptivity of using GenAI for artistic creation, and a higher curiosity about course satisfaction and AI technology. Irrespective of learning motivation, undergraduates rated GenAI and traditional digital storytelling as being similarly interesting. Nevertheless, some undergraduates stated their concerns regarding the possibility of over-reliance on AI, which might lead to poor learning outcomes or even ethical problems. Some of them highlighted the problems encountered when using AI, such as inaccurate information and challenges in expressing emotions. Despite these issues, most of them considered that mastering AI technology as well as critical thinking and creativity are essential competences nowadays. They also emphasized the importance of collaborating with AI to complete tasks in a more efficient and effective manner. Based on these findings, several recommendations and some guidance are provided to educators for designing and implementing GenAIbased teaching and learning activities. © (2025), (International Forum of Educational Technology and Society). All rights reserved.","Critical thinking awareness; Digital storytelling; Generative artificial intelligence; Learning motivation; Multi-modal presentations","","","Article","Final","","Scopus","2-s2.0-85218261889"
"Zhukov, A.; Benois-Pineau, J.; Giot, R.; Bourqui, R.","Zhukov, Alexey (58023143500); Benois-Pineau, J. (6701750610); Giot, Romain (35092391600); Bourqui, Romain (18436084500)","58023143500; 6701750610; 35092391600; 18436084500","Explainable AI in Image Classification Tasks: How to Choose the Best?","2025","Law, Governance and Technology Series","69","","","49","70","0","10.1007/978-3-031-80111-2_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218020804&doi=10.1007%2F978-3-031-80111-2_4&partnerID=40&md5=701f52a2779a174962ed96f50309076e","The most popular methods in AI-machine learning paradigm are mainly black boxes. For user acceptance of these methods in various tasks, explanations are necessary for why an AI tool takes such a decision, as it is a matter of user trust in AI. Although dedicated explanation tools are being massively developed, the users and decision makers do not know which are the most appropriate for them. In this chapter, we will propose a taxonomy of the AI-explanation methods. This contribution is aimed at helping users in their choice of explanation methods for AI (XAI). © The Author(s), under exclusive license to Springer Nature Switzerland AG 2025.","Artificial intelligence; Explainable AI; Image analysis; Interpretability; Machine learning; Model evaluation; Quality of explainers; Technology integration; Transparency in AI; Trust in AI","","","Book chapter","Final","","Scopus","2-s2.0-85218020804"
"Montag, C.; Ali, R.","Montag, Christian (23009620300); Ali, Raian (56038311800)","23009620300; 56038311800","Can We Assess Attitudes Toward AI with Single Items? Associations with Existing Attitudes Toward AI Measures and Trust in ChatGPT","2025","Journal of Technology in Behavioral Science","","","","","","6","10.1007/s41347-025-00481-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217766310&doi=10.1007%2Fs41347-025-00481-7&partnerID=40&md5=d1ad000d6a99b9016ba8bd9db38ed758","A growing number of researchers investigate individual differences in attitudes toward Artificial Intelligence (AI), which is not surprising given that the AI revolution is impacting societies around the globe. Different frameworks have been proposed to study both positive and negative attitudes toward AI. To our knowledge, the present work is the first to simultaneously investigate the ATAI (Attitudes Toward Artificial Intelligence Scale) and the GAAIS (General Attitudes Towards Artificial Intelligence Scale). Further, two single items assessing positive and negative attitudes toward AI were added to the study to see if they would grasp substantial parts of the variance of the already established ATAI and GAAIS inventories. Correlations were of moderate to large effect size when comparing associations between the single-item measures and both ATAI and GAAI scales (German speaking sample 1 = 151 participants; German speaking sample 2 = 386). Finally, also associations with trusting the generative AI ChatGPT were included as external validation measurement in both investigated samples. Results revealed that all attitudes toward AI measures were associated with trusting ChatGPT. Moreover, a stepwise regression model demonstrated that the acceptance scale of the ATAI was the best predictor for trust in ChatGPT in sample 1, with more predictors in sample 2. The present work shows substantial overlap between the available attitudes towards AI measures, and this could be replicated in two samples. These insights can help future researchers and AI designers to choose the appropriate survey tool when considering to assess attitudes toward AI. © The Author(s) 2025.","Attitudes toward AI; Trust; ChatGPT","","","Article","aip","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85217766310"
"Melisa, R.; Ashadi, A.; Triastuti, A.; Hidayati, S.; Salido, A.; Luansi Ero, P.E.; Marlini, C.; Zefrin, Z.; Al Fuad, Z.","Melisa, Rahyuni (59557863400); Ashadi, Ashadi (57196245048); Triastuti, Anita (57209848614); Hidayati, Sari (57208163896); Salido, Achmad (59337841100); Luansi Ero, Priska Efriani (59556446200); Marlini, Cut (59557258700); Zefrin, Zefrin (59557464800); Al Fuad, Zaki (59557047400)","59557863400; 57196245048; 57209848614; 57208163896; 59337841100; 59556446200; 59557258700; 59557464800; 59557047400","Critical Thinking in the Age of AI: A Systematic Review of AI's Effects on Higher Education","2025","Educational Process: International Journal","14","","e2025031","","","33","10.22521/edupij.2025.14.31","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217753988&doi=10.22521%2Fedupij.2025.14.31&partnerID=40&md5=534ddfb1b674b3b7bb9c115cdaea52d1","Background: Artificial Intelligence has become an invaluable tool in academia, offering instant feedback, personalized learning experiences, and support for various academic tasks. This study investigates the impact of ChatGPT, an AI-driven language model, on developing critical thinking, evaluation, and independent judgment skills among higher education students across various academic disciplines. Method: This research uses a systematic literature review methodology to examine studies from Scopus and Education Resources Information Center (ERIC), covering publications from 2023 to 2024. A total of 19 documents were included and analyzed in depth to address two research questions: (1) the effect of ChatGPT on the development of student's critical thinking skills in higher education, and (2) the impact of ChatGPT on students' ability to evaluate information and form independent judgments critically Results: Findings reveal that ChatGPT can enhance students' critical thinking by facilitating quick access to diverse perspectives, aiding information analysis, and supporting argument construction. However, over-reliance on AI can hinder students' motivation for self-reflection and critical evaluation, raising concerns about academic integrity and the verification of AI-generated content. Conclusions: To maximize the educational benefits of ChatGPT, educators must provide guidance on its responsible use, encouraging students to apply critical judgment and verify information accuracy. © The Author(s), 2025.","age of AI; ChatGPT; Critical thinking; higher education; learning; students","","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85217753988"
"Chardonnens, S.","Chardonnens, Sarah (58768799500)","58768799500","Adapting educational practices for Generation Z: integrating metacognitive strategies and artificial intelligence","2025","Frontiers in Education","10","","1504726","","","28","10.3389/feduc.2025.1504726","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216970428&doi=10.3389%2Ffeduc.2025.1504726&partnerID=40&md5=1b9b116ee481570d60ab6fff126022db","The educational landscape is evolving rapidly due to the technological transformations brought by the digital age, necessitating innovative approaches to engage Generation Z learners. This study explores the specific educational needs of Generation Z, defined as individuals born between 1997 and 2012, and examines the role of metacognitive strategies and artificial intelligence (AI) in enhancing their learning experiences. A systematic literature review was conducted using academic databases such as Google Scholar, Scopus, and PsycINFO to identify 121 relevant studies published between 2000 and 2024. The review focused on research articles that addressed motivation, engagement, self-regulation, and cognitive processes in digital learning environments. The results reveal that active learning strategies such as project-based learning and formative assessment significantly enhance engagement and autonomy in Generation Z students. Furthermore, the integration of AI technologies provides personalized learning paths and real-time feedback, supporting self-regulated learning. However, over-reliance on AI poses risks to the development of critical thinking and self-regulatory skills. The study concludes by proposing a balanced approach to AI integration, suggesting that it should complement human guidance to foster holistic student development. Future research should explore the long-term effects of AI on cognitive development and the design of inclusive AI tools that cater to diverse learners. © © 2025 Chardonnens.","active learning; artificial intelligence; Generation Z; metacognition; self regulation","","","Review","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85216970428"
"Abdalla, R.A.M.","Abdalla, Rania Ahmad (57220198831)","57220198831","Higher education students’ trust and use of ChatGPT: empirical evidence","2025","International Journal of Technology Enhanced Learning","17","1","","81","105","5","10.1504/IJTEL.2025.143514","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216324989&doi=10.1504%2FIJTEL.2025.143514&partnerID=40&md5=bc77424e78bc2e1cbc292fa12ed69a9e","This paper combines a modified version of the unified theory of acceptance and use of technology (UATAU) with the expectancy value theory (EVT) to examine the variables that influence higher education students’ trust and use of ChatGPT. The quantitative method was used, with a structured questionnaire developed to collect data from respondents, which was then analysed using Smart PLS 4. According to the findings, perceived mobility influenced performance and effort expectancy, while social influence and performance expectancy determined students’ trust. The three predicted elements that influenced ChatGPT adoption were perceived learning gains, perceived risks, and trust in ChatGPT. The study presented some recommendations for universities. © © 2025 Inderscience Enterprises Ltd.","ChatGPT; perceived mobility; trust in ChatGPT; use of ChatGPT","","","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85216324989"
